Date,Stock_name,Open,High,Low,Close,Adj_Close,Volume
2022-08-03,SPY,410.3,415.68,410,414.45,392.8652,67820600
2022-08-04,AAPL,166.01,167.19,164.43,165.81,162.547,55474100
2022-08-04,MSFT,281.8,283.8,280.17,283.65,274.44077,18098700
2022-08-04,SPY,414.37,415.09,412.44,414.17,392.59976,45656600
2022-08-05,AAPL,163.21,165.85,163,165.35,162.32123,56697000
2022-08-05,MSFT,279.15,283.65,278.68,282.91,273.72476,16774600
2022-08-05,SPY,409.66,414.15,409.6,413.47,391.9361,56814900
2022-08-08,AAPL,166.37,167.81,164.2,164.87,161.85,60276900
2022-08-08,MSFT,284.05,285.92,279.32,280.32,271.2189,18739200
2022-08-08,SPY,415.25,417.62,411.83,412.99,391.48114,53886100
2022-08-09,AAPL,164.02,165.82,163.25,164.92,161.89906,63135500
2022-08-09,MSFT,279.64,283.08,277.61,282.3,273.13458,23405200
2022-08-09,SPY,412.22,412.75,410.22,411.35,389.92657,44931800
2022-08-10,AAPL,167.68,169.34,166.9,169.24,166.13998,70170496
2022-08-10,MSFT,288.17,289.81,286.94,289.16,279.77188,24687800
2022-08-10,SPY,418.78,420.14,416.72,419.99,398.1167,68665696
2022-08-11,AAPL,170.06,170.99,168.19,168.49,165.40372,57149200
2022-08-11,MSFT,290.85,291.21,286.51,287.02,277.70132,20065900
2022-08-11,SPY,422.99,424.95,419.21,419.99,398.1167,59489700
2022-08-12,AAPL,169.82,172.17,169.4,172.1,168.94759,68039400
2022-08-12,MSFT,288.48,291.91,286.94,291.91,282.43268,22619700
2022-08-12,SPY,422.03,427.21,421.03,427.1,404.8563,61694500
2022-08-15,AAPL,171.52,173.39,171.35,173.19,170.01764,54091700
2022-08-15,MSFT,291,294.18,290.11,293.47,283.94193,18085700
2022-08-15,SPY,424.77,429.41,424.71,428.86,406.52466,54048300
2022-08-16,AAPL,172.78,173.71,171.66,173.03,169.86058,56377100
2022-08-16,MSFT,291.99,294.04,290.42,292.71,283.20663,18102900
2022-08-16,SPY,427.73,431.73,426.88,429.7,407.32095,59289000
2022-08-17,AAPL,172.77,176.15,172.57,174.55,171.3527,79542000
2022-08-17,MSFT,289.74,293.35,289.47,291.32,282.46005,18253400
2022-08-17,SPY,425.91,429.5,424.54,426.65,404.42975,63563400
2022-08-18,AAPL,173.75,174.9,173.12,174.15,170.96,62290100
2022-08-18,MSFT,290.19,291.91,289.08,290.17,281.34503,17186200
2022-08-18,SPY,426.86,428.61,425.5,427.89,405.6052,49023200
2022-08-19,AAPL,173.03,173.74,171.31,171.52,168.37819,70346304
2022-08-19,MSFT,288.9,289.25,285.56,286.15,277.44727,20570000
2022-08-19,SPY,424.98,425.26,421.22,422.14,400.15466,68016896
2022-08-22,AAPL,169.69,169.86,167.14,167.57,164.50055,69026800
2022-08-22,MSFT,282.08,282.46,277.22,277.75,269.30276,25061100
2022-08-22,SPY,417.05,417.23,412.4,413.35,391.82242,77695600
2022-08-23,AAPL,167.08,168.71,166.65,167.23,164.1668,54147100
2022-08-23,MSFT,276.44,278.86,275.4,276.44,268.0326,17527400
2022-08-23,SPY,412.9,415.42,411.77,412.35,390.87448,49105200
2022-08-24,AAPL,167.32,168.11,166.25,167.53,164.46127,53841500
2022-08-24,MSFT,275.41,277.23,275.11,275.79,267.40234,18137000
2022-08-24,SPY,412.11,415.11,411.39,413.67,392.12573,49177800
2022-08-25,AAPL,168.78,170.14,168.35,170.03,166.91548,51218200
2022-08-25,MSFT,277.33,279.02,274.52,278.85,270.3693,16583400
2022-08-25,SPY,415.24,419.56,414.09,419.51,397.6616,50942300
2022-08-26,AAPL,170.57,171.05,163.56,163.62,160.62294,78961000
2022-08-26,MSFT,279.08,280.34,267.98,268.09,259.93655,27549300
2022-08-26,SPY,419.39,419.96,405.25,405.31,384.2012,103087000
2022-08-29,AAPL,161.15,162.9,159.82,161.38,158.42397,73314000
2022-08-29,MSFT,265.85,267.4,263.85,265.23,257.1635,20338500
2022-08-29,SPY,402.2,405.84,401.2,402.63,381.6607,65370800
2022-08-30,AAPL,162.13,162.56,157.72,158.91,155.9992,77906200
2022-08-30,MSFT,266.67,267.05,260.66,262.97,254.97237,22767100
2022-08-30,SPY,403.85,404.1,396,398.21,377.47095,85652400
2022-08-31,AAPL,160.31,160.58,157.14,157.22,154.34013,87991104
2022-08-31,MSFT,265.39,267.11,261.33,261.47,253.51782,24791800
2022-08-31,SPY,399.93,401.24,395.04,395.18,374.59875,76029696
2022-09-01,AAPL,156.64,158.42,154.67,157.96,155.06659,74229904
2022-09-01,MSFT,258.87,260.89,255.41,260.4,252.48036,23263400
2022-09-01,SPY,392.89,396.78,390.04,396.42,375.7742,78740096
2022-09-02,AAPL,159.75,160.36,154.97,155.81,152.95596,76957800
2022-09-02,MSFT,261.7,264.74,254.47,256.06,248.2724,22855400
2022-09-02,SPY,400.28,401.56,390.33,392.24,371.81192,99632096
2022-09-06,AAPL,156.47,157.09,153.69,154.53,151.69942,73714800
2022-09-06,MSFT,256.2,257.83,251.94,253.25,245.54788,21328200
2022-09-06,SPY,393.13,394.12,388.42,390.76,370.40897,76637400
2022-09-07,AAPL,154.82,156.67,153.61,155.96,153.10321,87449600
2022-09-07,MSFT,254.7,258.83,253.22,258.09,250.24066,24126700
2022-09-07,SPY,390.43,398.59,390.2,397.78,377.06332,70964200
2022-09-08,AAPL,154.64,156.36,152.68,154.46,151.6307,84923800
2022-09-08,MSFT,257.51,260.43,254.79,258.52,250.65756,20319900
2022-09-08,SPY,395.39,400.86,394.12,400.38,379.52792,80821696
2022-09-09,AAPL,155.47,157.82,154.75,157.37,154.4874,68028800
2022-09-09,MSFT,260.5,265.23,260.29,264.46,256.4169,22084700
2022-09-09,SPY,402.74,407.51,402.46,406.6,385.424,76706896
2022-09-12,AAPL,159.59,164.26,159.3,163.43,160.43639,104956000
2022-09-12,MSFT,265.78,267.45,265.16,266.65,258.54037,18747700
2022-09-12,SPY,408.78,411.73,408.46,410.97,389.56638,69256304
2022-09-13,AAPL,159.9,160.54,153.37,153.84,151.02205,122656600
2022-09-13,MSFT,258.84,260.4,251.59,251.99,244.3262,33353300
2022-09-13,SPY,401.83,403.1,391.92,393.1,372.62708,122947104
2022-09-14,AAPL,154.79,157.1,153.61,155.31,152.46512,87965400
2022-09-14,MSFT,253.53,254.23,249.86,252.22,244.54921,23913000
2022-09-14,SPY,394.47,396.2,391.12,394.6,374.04895,85023696
2022-09-15,AAPL,154.65,155.24,151.38,152.37,149.57898,90481104
2022-09-15,MSFT,249.77,251.4,244.02,245.38,237.91722,31530900
2022-09-15,SPY,392.96,395.96,388.78,390.12,369.80225,87633800
2022-09-16,AAPL,151.21,151.35,148.37,150.7,147.93956,162278800
2022-09-16,MSFT,244.26,245.3,242.06,244.74,237.29669,39791800
2022-09-16,SPY,384.14,386.25,382.11,385.56,366.9811,103084800
2022-09-19,AAPL,149.31,154.56,149.1,154.48,151.65033,81474200
2022-09-19,MSFT,242.47,245.14,240.85,244.52,237.08339,26826900
2022-09-19,SPY,382.26,388.55,382.18,388.55,369.82697,73278496
2022-09-20,AAPL,153.4,158.08,153.08,156.9,154.02599,107689800
2022-09-20,MSFT,242.07,243.51,239.64,242.45,235.07634,26660300
2022-09-20,SPY,385.06,386.12,381.2,384.09,365.58194,77274896
2022-09-21,AAPL,157.34,158.74,153.6,153.72,150.90422,101696800
2022-09-21,MSFT,244.27,247.66,238.9,238.95,231.68277,28625600
2022-09-21,SPY,386.11,389.31,377.38,377.39,359.20483,106746600
2022-09-22,AAPL,152.38,154.47,150.91,152.74,149.94223,86652496
2022-09-22,MSFT,237.87,243.86,237.57,240.98,233.65106,31061200
2022-09-22,SPY,376.58,378.3,373.44,374.22,356.18753,89472600
2022-09-23,AAPL,151.19,151.47,148.56,150.43,147.6745,96029904
2022-09-23,MSFT,239.54,241.13,235.2,237.92,230.68414,34176000
2022-09-23,SPY,370.58,370.62,363.29,367.95,350.2197,122346896
2022-09-26,AAPL,149.66,153.77,149.64,150.77,148.00829,93339400
2022-09-26,MSFT,237.05,241.45,236.9,237.45,230.2284,27694200
2022-09-26,SPY,366.41,370.21,363.03,364.31,346.755,92581200
2022-09-27,AAPL,152.74,154.72,149.95,151.76,148.98013,84442704
2022-09-27,MSFT,239.98,241.8,234.5,236.41,229.22003,27018700
2022-09-27,SPY,368.02,370.4,360.87,363.38,345.8698,108294096
2022-09-28,AAPL,147.64,150.64,144.84,149.84,147.0953,146691392
2022-09-28,MSFT,236.81,242.33,234.73,241.07,233.73828,29029700
2022-09-28,SPY,364.38,372.3,362.6,370.53,352.67538,110802200
2022-09-29,AAPL,146.1,146.72,140.68,142.48,139.87016,128138200
2022-09-29,MSFT,238.89,239.95,234.41,237.5,230.2769,27484200
2022-09-29,SPY,366.81,367.11,359.7,362.79,345.30826,112952304
2022-09-30,AAPL,141.28,143.1,138,138.2,135.66855,124925296
2022-09-30,MSFT,238.29,240.54,232.73,232.9,225.81676,35694800
2022-09-30,SPY,361.8,365.91,357.04,357.18,339.96857,153711200
2022-10-03,AAPL,138.21,143.07,137.69,142.45,139.8407,114311696
2022-10-03,MSFT,235.41,241.61,234.66,240.74,233.41837,28880400
2022-10-03,SPY,361.08,368.55,359.21,366.61,348.94424,89756496
2022-10-04,AAPL,145.03,146.22,144.26,146.1,143.42384,87830096
2022-10-04,MSFT,245.09,250.36,244.98,248.88,241.31076,34888400
2022-10-04,SPY,372.4,378,366.57,377.97,359.7568,103602800
2022-10-05,AAPL,144.07,147.38,143.01,146.4,143.71834,79471000
2022-10-05,MSFT,245.99,250.58,244.1,249.2,241.62105,20347100
2022-10-05,SPY,373.39,379.46,370.95,377.09,358.91925,88065696
2022-10-06,AAPL,145.81,147.54,145.22,145.43,142.7661,68402200
2022-10-06,MSFT,247.93,250.34,246.08,246.79,239.28433,20239900
2022-10-06,SPY,375.62,378.72,372.68,373.2,355.2167,82333504
2022-10-07,AAPL,142.54,143.1,139.45,140.09,137.5239,85925600
2022-10-07,MSFT,240.9,241.32,233.17,234.24,227.11603,37769600
2022-10-07,SPY,368.97,373.29,360.94,362.79,345.30826,107789504
2022-10-10,AAPL,140.42,141.89,138.57,140.42,137.84787,74899000
2022-10-10,MSFT,233.05,234.56,226.73,229.25,222.27777,29743600
2022-10-10,SPY,363.96,364.21,357.67,360.02,342.67172,76042800
2022-10-11,AAPL,139.9,141.35,138.22,138.98,136.43423,77033696
2022-10-11,MSFT,227.62,229.06,224.11,225.41,218.55458,30474000
2022-10-11,SPY,358.24,363.03,355.71,357.74,340.50165,92482800
2022-10-12,AAPL,139.13,140.36,138.16,138.34,135.80597,70433696
2022-10-12,MSFT,225.4,227.86,223.96,225.75,218.88423,21903900
2022-10-12,SPY,358.17,359.82,356.3,356.56,339.37854,76991800
2022-10-13,AAPL,134.99,143.59,134.37,142.99,140.3708,113224000
2022-10-13,MSFT,219.85,236.1,219.13,234.24,227.11603,42551800
2022-10-13,SPY,349.21,367.51,348.11,365.97,348.3351,147254496
2022-10-14,AAPL,144.31,144.52,138.19,138.38,135.84526,88598000
2022-10-14,MSFT,235.54,237.24,228.34,228.56,221.60878,30198600
2022-10-14,SPY,368.55,370.26,356.96,357.63,340.397,123737000
2022-10-17,AAPL,141.07,142.9,140.27,142.41,139.80142,85250896
2022-10-17,MSFT,235.82,238.96,235.14,237.53,230.30597,28142300
2022-10-17,SPY,364.01,367.98,357.28,366.82,349.14413,93168200
2022-10-18,AAPL,145.49,146.7,140.61,143.75,141.11688,99136600
2022-10-18,MSFT,243.24,243.93,235.37,238.5,231.24648,26329600
2022-10-18,SPY,375.13,375.45,367.52,371.13,353.2464,97162896
2022-10-19,AAPL,141.69,144.95,141.5,143.86,141.22487,61758300
2022-10-19,MSFT,237.04,239.61,234.29,236.48,229.28789,19985700
2022-10-19,SPY,368.99,371.85,365.55,368.5,350.74323,79746896
2022-10-20,AAPL,143.02,145.89,142.65,143.39,140.76346,64522000
2022-10-20,MSFT,235.77,241.31,234.87,236.15,228.96794,21811000
2022-10-20,SPY,368.03,372.67,364.61,365.41,347.80203,88283104
2022-10-21,AAPL,142.87,147.85,142.65,147.27,144.57242,86548600
2022-10-21,MSFT,234.74,243,234.5,242.12,234.75638,26299700
2022-10-21,SPY,365.12,374.8,363.54,374.29,356.25418,131038400
2022-10-24,AAPL,147.19,150.23,146,149.45,146.71248,75981904
2022-10-24,MSFT,243.76,247.84,241.3,247.25,239.73035,24911200
2022-10-24,SPY,375.89,380.06,373.11,378.87,360.6135,85436896
2022-10-25,AAPL,150.09,152.49,149.36,152.34,149.54953,74732304
2022-10-25,MSFT,247.26,251.04,245.83,250.66,243.03665,34775500
2022-10-25,SPY,378.79,385.25,378.67,384.92,366.37195,78846304
2022-10-26,AAPL,150.96,151.99,148.04,149.35,146.6143,88194304
2022-10-26,MSFT,231.17,238.3,230.06,231.32,224.28484,82543200
2022-10-26,SPY,381.62,387.58,381.35,382.02,363.61166,104087296
2022-10-27,AAPL,148.07,149.05,144.13,144.8,142.14763,109180200
2022-10-27,MSFT,231.04,233.69,225.78,226.75,219.85382,40424600
2022-10-27,SPY,383.07,385,379.33,379.98,361.66992,81971800
2022-10-28,AAPL,148.2,157.5,147.82,155.74,152.88727,164762400
2022-10-28,MSFT,226.24,236.6,226.05,235.87,228.69647,40647700
2022-10-28,SPY,379.87,389.52,379.68,389.02,370.27435,100302000
2022-10-31,AAPL,153.16,154.24,151.92,153.34,150.5312,97943200
2022-10-31,MSFT,233.76,234.92,231.15,232.13,225.07022,28357300
2022-10-31,SPY,386.44,388.4,385.26,386.21,367.59976,96631296
2022-11-01,AAPL,155.08,155.45,149.13,150.65,147.89046,80379296
2022-11-01,MSFT,234.6,235.74,227.33,228.17,221.2306,30592300
2022-11-01,SPY,390.14,390.39,383.29,384.52,365.99124,85407600
2022-11-02,AAPL,148.95,152.17,145,145.03,142.37341,93604600
2022-11-02,MSFT,229.46,231.3,220.04,220.1,213.40607,38407000
2022-11-02,SPY,383.9,388.63,374.76,374.87,356.8062,126990400
2022-11-03,AAPL,142.06,142.8,138.75,138.88,136.33609,97918496
2022-11-03,MSFT,220.09,220.41,213.98,214.25,207.73398,36633900
2022-11-03,SPY,371.47,374.2,368.79,371.01,353.13214,87100096
2022-11-04,AAPL,142.09,142.67,134.38,138.38,136.07057,140814800
2022-11-04,MSFT,217.55,221.59,213.43,221.39,214.65683,36789100
2022-11-04,SPY,377,378.87,370,376.35,358.21494,103505200
2022-11-07,AAPL,137.11,139.15,135.67,138.92,136.60156,83374600
2022-11-07,MSFT,221.99,228.41,221.28,227.87,220.93971,33498000
2022-11-07,SPY,377.71,380.57,375.53,379.95,361.64145,68286896
2022-11-08,AAPL,140.41,141.43,137.49,139.5,137.1719,89908496
2022-11-08,MSFT,228.7,231.65,225.84,228.87,221.90935,28192500
2022-11-08,SPY,381.11,385.12,377.72,382,363.59262,84641104
2022-11-09,AAPL,138.5,138.55,134.59,134.87,132.61916,74917800
2022-11-09,MSFT,227.37,228.63,224.33,224.51,217.68195,27852900
2022-11-09,SPY,379.93,381.14,373.61,374.13,356.1019,78495504
2022-11-10,AAPL,141.24,146.87,139.5,146.87,144.4189,118854000
2022-11-10,MSFT,235.43,243.33,235,242.98,235.59023,46268000
2022-11-10,SPY,388.05,395.04,385.64,394.69,375.67117,141455808
2022-11-11,AAPL,145.82,150.01,144.37,149.7,147.20164,93979696
2022-11-11,MSFT,242.99,247.99,241.93,247.11,239.59459,34620200
2022-11-11,SPY,395.59,399.35,393.61,398.51,379.30704,93839904
2022-11-14,AAPL,148.97,150.28,147.43,148.28,145.80539,73374096
2022-11-14,MSFT,241.99,243.91,239.21,241.55,234.20369,31123300
2022-11-14,SPY,396.66,400.18,394.83,395.12,376.08038,71903504
2022-11-15,AAPL,152.22,153.59,148.56,150.04,147.536,89868304
2022-11-15,MSFT,245.66,247,240.03,241.97,234.61095,31390100
2022-11-15,SPY,401.15,402.31,394.49,398.49,379.28802,93194496
2022-11-16,AAPL,149.13,149.87,147.29,148.79,146.30682,64218300
2022-11-16,MSFT,242.79,243.8,240.42,241.73,235.03873,24093300
2022-11-16,SPY,396.78,397.78,394.79,395.45,376.3946,68508496
2022-11-17,AAPL,146.43,151.48,146.15,150.72,148.20464,80389400
2022-11-17,MSFT,237.78,243.25,237.63,241.68,234.99014,23123500
2022-11-17,SPY,390.46,394.95,390.14,394.24,375.24286,74496304
2022-11-18,AAPL,152.31,152.7,149.97,151.29,148.76515,74829600
2022-11-18,MSFT,243.51,243.74,239.03,241.22,234.54286,27613500
2022-11-18,SPY,397.74,397.81,393.04,396.03,376.94656,92922496
2022-11-21,AAPL,150.16,150.37,147.72,148.01,145.53986,58724100
2022-11-21,MSFT,241.43,244.67,241.19,242.05,235.34988,26394700
2022-11-21,SPY,394.64,395.82,392.66,394.59,375.57596,51243200
2022-11-22,AAPL,148.13,150.42,146.93,150.18,147.67365,51804100
2022-11-22,MSFT,243.59,245.31,240.71,245.03,238.24738,19665700
2022-11-22,SPY,396.63,400.07,395.15,399.9,380.63004,60429000
2022-11-23,AAPL,149.45,151.83,149.34,151.07,148.54881,58301400
2022-11-23,MSFT,245.11,248.28,244.27,247.58,240.72684,19508500
2022-11-23,SPY,399.55,402.93,399.31,402.42,383.02866,68261600
2022-11-25,AAPL,148.31,148.88,147.12,148.11,145.6382,35195900
2022-11-25,MSFT,247.31,248.7,246.73,247.49,240.63933,9200800
2022-11-25,SPY,401.83,402.91,401.54,402.33,382.94302,30545400
2022-11-28,AAPL,145.14,146.64,143.38,144.22,141.81314,69246000
2022-11-28,MSFT,246.08,246.65,240.8,241.76,235.0679,24778200
2022-11-28,SPY,399.09,400.81,395.11,395.91,376.83234,67881600
2022-11-29,AAPL,144.29,144.81,140.35,141.17,138.81403,83763800
2022-11-29,MSFT,241.4,242.79,238.21,240.33,233.67747,17956300
2022-11-29,SPY,396.05,397.3,393.3,395.23,376.18515,52310000
2022-11-30,AAPL,141.4,148.72,140.55,148.03,145.55954,111380896
2022-11-30,MSFT,240.57,255.33,239.86,255.14,248.07755,47594200
2022-11-30,SPY,395.49,407.68,393.48,407.68,388.03522,144566704
2022-12-01,AAPL,148.21,149.13,146.61,148.31,145.83487,71250400
2022-12-01,MSFT,253.87,256.12,250.92,254.69,247.64001,26041500
2022-12-01,SPY,408.77,410,404.75,407.38,387.74966,76398200
2022-12-02,AAPL,145.96,148,145.65,147.81,145.34319,65447400
2022-12-02,MSFT,249.82,256.06,249.69,255.02,247.96088,21528500
2022-12-02,SPY,402.25,407.86,402.14,406.91,387.3023,85342704
2022-12-05,AAPL,147.77,150.92,145.77,146.63,144.1829,68826400
2022-12-05,MSFT,252.01,253.82,248.06,250.2,243.27429,23435300
2022-12-05,SPY,403.95,404.93,398.17,399.59,380.33508,77289800
2022-12-06,AAPL,147.07,147.3,141.92,142.91,140.52495,64727200
2022-12-06,MSFT,250.82,251.86,243.78,245.12,238.3349,22463700
2022-12-06,SPY,399.42,399.99,391.64,393.83,374.85257,77972200
2022-12-07,AAPL,142.19,143.37,140,140.94,138.58789,69721104
2022-12-07,MSFT,244.83,246.16,242.21,244.37,237.60568,20481500
2022-12-07,SPY,392.94,395.64,391.97,393.16,374.21484,65927900
2022-12-08,AAPL,142.36,143.52,141.1,142.65,140.26932,62128300
2022-12-08,MSFT,244.84,248.74,243.06,247.4,240.5518,22611800
2022-12-08,SPY,395.14,397.36,393.27,396.24,377.14645,60737900
2022-12-09,AAPL,142.34,145.57,140.9,142.16,139.78752,76097000
2022-12-09,MSFT,244.7,248.31,244.16,245.42,238.62656,20609700
2022-12-09,SPY,394.94,397.62,393.15,393.28,374.32916,81447696
2022-12-12,AAPL,142.7,144.5,141.06,144.49,142.0786,70462704
2022-12-12,MSFT,247.45,252.54,247.17,252.51,245.52037,30665100
2022-12-12,SPY,394.11,398.95,393.41,398.95,379.72592,75405800
2022-12-13,AAPL,149.5,149.97,144.24,145.47,143.04224,93886200
2022-12-13,MSFT,261.69,263.92,253.07,256.92,249.8083,42196900
2022-12-13,SPY,410.22,410.49,399.07,401.97,382.60037,123782496
2022-12-14,AAPL,145.35,146.66,141.16,143.21,140.81999,82291200
2022-12-14,MSFT,257.13,262.59,254.31,257.22,250.09998,35410900
2022-12-14,SPY,401.61,405.5,396.31,399.4,380.1542,108111296
2022-12-15,AAPL,141.11,141.8,136.03,136.5,134.22197,98931904
2022-12-15,MSFT,253.72,254.2,247.34,249.01,242.11723,35560400
2022-12-15,SPY,394.3,395.25,387.89,389.63,370.85498,117705904
2022-12-16,AAPL,136.69,137.65,133.73,134.51,132.26517,160156896
2022-12-16,MSFT,248.55,249.84,243.51,244.69,237.91681,86102000
2022-12-16,SPY,385.18,386.58,381.04,383.27,366.4766,119858000
2022-12-19,AAPL,135.11,135.2,131.32,132.37,130.1609,79592600
2022-12-19,MSFT,244.86,245.21,238.71,240.45,233.79417,29696400
2022-12-19,SPY,383.47,383.82,378.28,380.02,363.36896,79878096
2022-12-20,AAPL,131.39,133.25,129.89,132.3,130.09204,77432800
2022-12-20,MSFT,239.4,242.91,238.42,241.8,235.10681,25150800
2022-12-20,SPY,379.23,382.23,377.85,380.54,363.86624,74427200
2022-12-21,AAPL,132.98,136.81,132.75,135.45,133.1895,85928000
2022-12-21,MSFT,241.69,245.62,240.11,244.43,237.664,23690600
2022-12-21,SPY,383.25,387.41,382.69,386.23,369.30685,78167400
2022-12-22,AAPL,134.35,134.56,130.3,132.23,130.02321,77852096
2022-12-22,MSFT,241.26,241.99,233.87,238.19,231.59673,28651700
2022-12-22,SPY,383.05,386.21,374.77,380.72,364.03827,100120896
2022-12-23,AAPL,130.92,132.42,129.64,131.86,129.6594,63814900
2022-12-23,MSFT,236.11,238.87,233.94,238.73,232.1218,21207000
2022-12-23,SPY,379.65,383.06,378.03,382.91,366.13242,59857300
2022-12-27,AAPL,131.38,131.41,128.72,130.03,127.859924,69007800
2022-12-27,MSFT,238.7,238.93,235.83,236.96,230.4008,16688600
2022-12-27,SPY,382.79,383.15,379.65,381.4,364.68857,51638200
2022-12-28,AAPL,129.67,131.03,125.87,126.04,123.93652,85438400
2022-12-28,MSFT,236.89,239.72,234.17,234.53,228.03804,17457100
2022-12-28,SPY,381.33,383.39,376.42,376.66,360.15625,70911504
2022-12-29,AAPL,127.99,130.48,127.73,129.61,127.44693,75703696
2022-12-29,MSFT,235.65,241.92,235.65,241.01,234.33865,19770700
2022-12-29,SPY,379.63,384.35,379.08,383.44,366.6392,66970900
2022-12-30,AAPL,128.41,129.95,127.43,129.93,127.76158,77034200
2022-12-30,MSFT,238.21,239.96,236.66,239.82,233.18163,21938500
2022-12-30,SPY,380.64,382.58,378.43,382.43,365.67346,84022200
2023-01-03,AAPL,130.28,130.9,124.17,125.07,122.982704,112117504
2023-01-03,MSFT,243.08,245.75,237.4,239.58,232.94827,25740000
2023-01-03,SPY,384.37,386.43,377.83,380.82,364.1339,74850704
2023-01-04,AAPL,126.89,128.66,125.08,126.36,124.25118,89113600
2023-01-04,MSFT,232.28,232.87,225.96,229.1,222.75833,50623400
2023-01-04,SPY,383.18,385.88,380,383.76,366.9451,85934096
2023-01-05,AAPL,127.13,127.77,124.76,125.02,122.933556,80962704
2023-01-05,MSFT,227.2,227.55,221.76,222.31,216.15628,39585600
2023-01-05,SPY,381.72,381.84,378.76,379.38,362.75705,76970496
2023-01-06,AAPL,126.01,130.29,124.89,129.62,127.45677,87754704
2023-01-06,MSFT,223,225.76,219.35,224.93,218.70377,43613600
2023-01-06,SPY,382.61,389.25,379.41,388.08,371.07584,104189600
2023-01-09,AAPL,130.47,133.41,129.89,130.15,127.97793,70790800
2023-01-09,MSFT,226.45,231.24,226.41,227.12,220.83318,27369800
2023-01-09,SPY,390.37,393.7,387.67,387.86,370.86548,73978096
2023-01-10,AAPL,130.26,131.26,128.12,130.73,128.54825,63896200
2023-01-10,MSFT,227.76,231.31,227.33,228.85,222.51526,27033900
2023-01-10,SPY,387.25,390.65,386.27,390.58,373.46637,65358100
2023-01-11,AAPL,131.25,133.51,130.46,133.49,131.2622,69458896
2023-01-11,MSFT,231.29,235.95,231.11,235.77,229.24371,28669300
2023-01-11,SPY,392.23,395.6,391.38,395.52,378.18988,68881104
2023-01-12,AAPL,133.88,134.26,131.44,133.41,131.18352,71379600
2023-01-12,MSFT,235.26,239.9,233.56,238.51,231.90788,27269500
2023-01-12,SPY,396.67,398.49,392.42,396.96,379.5668,90157696
2023-01-13,AAPL,132.03,134.92,131.66,134.76,132.51099,57809700
2023-01-13,MSFT,237,239.37,234.92,239.23,232.60794,21333300
2023-01-13,SPY,393.62,399.1,393.34,398.5,381.03925,63903900
2023-01-17,AAPL,134.83,137.29,134.13,135.94,133.67133,63646600
2023-01-17,MSFT,237.97,240.91,237.09,240.35,233.69695,29831300
2023-01-17,SPY,398.48,400.23,397.06,397.77,380.3413,62677300
2023-01-18,AAPL,136.82,138.61,135.03,135.21,132.95349,69672800
2023-01-18,MSFT,241.57,242.38,235.52,235.81,229.28265,30028700
2023-01-18,SPY,399.01,400.12,391.28,391.49,374.33643,99632304
2023-01-19,AAPL,134.08,136.25,133.77,135.27,133.01247,58280400
2023-01-19,MSFT,233.78,235.52,230.68,231.93,225.51001,28623000
2023-01-19,SPY,389.36,391.08,387.26,388.64,371.61133,86958896
2023-01-20,AAPL,135.28,138.02,134.22,137.87,135.56909,80223600
2023-01-20,MSFT,234.86,240.74,234.51,240.22,233.5706,35389800
2023-01-20,SPY,390.1,396.04,388.38,395.88,378.53412,91806400
2023-01-23,AAPL,138.12,143.32,137.9,141.11,138.75502,81760304
2023-01-23,MSFT,241.1,245.17,239.65,242.58,235.86522,31934000
2023-01-23,SPY,396.72,402.65,395.72,400.63,383.076,84178800
2023-01-24,AAPL,140.31,143.16,140.3,142.53,140.15132,66435100
2023-01-24,MSFT,242.5,243.95,240.44,242.04,235.34015,40234400
2023-01-24,SPY,398.88,401.15,397.64,400.2,382.66483,59524900
2023-01-25,AAPL,140.89,142.43,138.81,141.86,139.49251,65799300
2023-01-25,MSFT,234.48,243.3,230.9,240.61,233.94977,66526600
2023-01-25,SPY,395.95,400.7,393.56,400.35,382.80826,84800304
2023-01-26,AAPL,143.17,144.25,141.9,143.96,141.55748,54105100
2023-01-26,MSFT,243.65,248.31,242,248,241.13521,33454500
2023-01-26,SPY,403.13,404.92,400.03,404.75,387.0154,72287400
2023-01-27,AAPL,143.16,147.23,143.08,145.93,143.49458,70555800
2023-01-27,MSFT,248.99,249.83,246.83,248.16,241.29077,26498900
2023-01-27,SPY,403.66,408.16,403.44,405.68,387.90472,68346200
2023-01-30,AAPL,144.96,145.55,142.85,143,140.6135,64015300
2023-01-30,MSFT,244.51,245.6,242.2,242.71,235.99161,25867400
2023-01-30,SPY,402.8,405.13,400.28,400.59,383.0377,74202000
2023-01-31,AAPL,142.7,144.34,142.28,144.29,141.88193,65874500
2023-01-31,MSFT,243.45,247.95,242.95,247.81,240.95044,26541100
2023-01-31,SPY,401.13,406.53,400.77,406.48,388.66968,86811800
2023-02-01,AAPL,143.97,146.61,141.32,145.43,143.00293,77663600
2023-02-01,MSFT,248,255.18,245.47,252.75,245.75374,31259900
2023-02-01,SPY,405.21,413.67,402.35,410.8,392.80032,101459200
2023-02-02,AAPL,148.9,151.18,148.17,150.82,148.30301,118339000
2023-02-02,MSFT,258.82,264.69,257.25,264.6,257.27576,39940400
2023-02-02,SPY,414.86,418.31,412.88,416.78,398.51834,101654496
2023-02-03,AAPL,148.03,157.38,147.83,154.5,151.92157,154357296
2023-02-03,MSFT,259.54,264.2,257.1,258.35,251.19872,29077300
2023-02-03,SPY,411.59,416.97,411.09,412.35,394.28244,94736800
